Transaction_ID,Transaction_Type,Transaction_Date,Transaction_Status,Transferring_Registry,Transferring_Account_Type,Transferring_Account_Name,Transferring_Account_Identifier,Transferring_Account_Holder,Acquiring_Registry,Acquiring_Account_Type,Acquiring_Account_Name,Acquiring_Account_Identifier,Acquiring_Account_Holder,Nb_of_Units,Originiality_Registry,Unit_Type,Number_of_Units,Original_Commitment_Period,LULUCF_Activity,Project_Identifier,Track,Expiry_Date
EU520294,10-2,2019-04-29 14:35:48.993,Completed,Latvia,100,Operator Account:LV36,5012103,A/S „Rigas kugu buvetava”,European Commission,100,EU Allowance deletion,5016380,European Commission,416,EU,EU General Allowances (EUA),416,2,,,,
EU520228,10-0,2019-04-29 13:41:55.005,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Netherlands,100,"McCain Foods Holland B.V., vestiging Lelystad",5011540,McCain Foods Holland B.V.,3261,CN,CER - Certified Emission Reduction Unit,3261,2,,1872,,
EU520131,10-0,2019-04-29 13:42:49.664,Completed,Belgium,100,9012 Carfin,5027019,CARFIN,Belgium,100,216 Carmeuse Four à chaux Aisemont,5004615,Carmeuse,7382,EU,EU General Allowances (EUA),7382,2,,,,
EU520229,10-0,2019-04-29 13:43:18.312,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Netherlands,100,"McCain Foods Holland B.V., vestiging Lewedorp",5011541,McCain Foods Holland B.V.,607,CN,CER - Certified Emission Reduction Unit,607,2,,1872,,
EU520218,10-0,2019-04-29 13:45:49.331,Completed,Germany,100,Statkraft Markets GmbH,5017011,Statkraft Markets GmbH,United Kingdom,100,CFP Energy Limited,5017513,CFP Energy Limited,100000,EU,EU General Allowances (EUA),100000,2,,,,
EU508811,10-2,2019-04-29 13:47:34.284,Completed,France,100,CH VINATIER,5005107,CENTRE HOSPITALIER LE VINATIER,European Commission,100,EU Allowance deletion,5016380,European Commission,2079,EU,EU General Allowances (EUA),2079,2,,,,
EU518259,10-2,2019-04-29 13:47:47.387,Completed,France,100,AIR AUSTRAL,5017742,AIR AUSTRAL,European Commission,100,EU Allowance deletion,5016380,European Commission,1254,EU,EU Aviation Allowances (EUAA),1254,2,,,,
EU518132,10-2,2019-04-29 13:47:53.385,Completed,France,100,JSC Premier Avia,5024190,JSC Premier Avia,European Commission,100,EU Allowance deletion,5016380,European Commission,123,EU,EU General Allowances (EUA),8,2,,,,
EU520125,10-2,2019-04-29 13:50:29.245,Completed,France,100,CREDIT AGRICOLE IMMOBILIER CORPORATE ET PROMOTION Mainvilliers,5025081,Crédit Agricole Immobilier Corporate et Promotion,European Commission,100,EU Allowance deletion,5016380,European Commission,98,EU,EU General Allowances (EUA),98,2,,,,
EU520121,10-2,2019-04-29 13:51:28.187,Completed,France,100,CREDIT AGRICOLE IMMOBILIER CORPORATE ET PROMOTION Fontaine,5025080,Crédit Agricole Immobilier Corporate et Promotion,European Commission,100,EU Allowance deletion,5016380,European Commission,103,EU,EU General Allowances (EUA),103,2,,,,
EU520186,10-71,2019-04-29 13:52:02.539,Completed,Spain,100,Fábrica Nacional de Moneda y Timbre - Fábrica de Burgos,5023172,Fábrica Nacional de Moneda y Timbre,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,227,CN,CER - Certified Emission Reduction Unit,227,2,,1872,,
EU517778,10-0,2019-04-29 13:52:11.477,Completed,Finland,100,CO2_Harjavalta:FI344,5010400,Suomen Teollisuuden Energiapalvelut STEP Oy,Finland,100,Kaupankäyntitili,5018165,Pori Energia Oy,20000,EU,EU General Allowances (EUA),20000,2,,,,
EU519609,10-2,2019-04-29 13:52:18.737,Completed,Spain,100,"Purac Bioquímica, S.A.",5009118,"PURAC BIOQUÍMICA, SA",European Commission,100,EU Allowance deletion,5016380,European Commission,13652,EU,EU General Allowances (EUA),13652,2,,,,
EU520254,10-72,2019-04-29 13:52:57.367,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Spain,100,Fábrica Nacional de Moneda y Timbre - Fábrica de Burgos,5023172,Fábrica Nacional de Moneda y Timbre,227,EU,EU General Allowances (EUA),227,2,,,,
EU517897,10-2,2019-04-29 13:55:17.725,Completed,Hungary,100,Operator Account:HU154,5011782,Nestlé Hungária Kft.,European Commission,100,EU Allowance deletion,5016380,European Commission,14116,EU,EU General Allowances (EUA),14116,2,,,,
EU520095,10-71,2019-04-29 13:55:49.561,Completed,Spain,100,Central Solar Termosolar ASTE 1B,5017938,"Aries Solar Termoeléctrica, S,L",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,39,CN,CER - Certified Emission Reduction Unit,39,2,,1872,,
EU520169,10-2,2019-04-29 13:56:04.978,Completed,Poland,100,Ciepłownia FIBRIS S.A. w Przemyślu,5003113,FIBRIS S.A.,European Commission,100,EU Allowance deletion,5016380,European Commission,63253,EU,EU General Allowances (EUA),63253,2,,,,
EU520256,10-72,2019-04-29 13:56:38.087,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Spain,100,Central Solar Termosolar ASTE 1B,5017938,"Aries Solar Termoeléctrica, S,L",39,EU,EU General Allowances (EUA),39,2,,,,
EU519608,3-0,2019-04-29 13:57:54.806,Completed,Denmark,100,Neas Energy A/S,5020307,Centrica Energy Trading A/S,United Kingdom,121,British Gas Trading Limited,5027638,British Gas Trading Limited,50401,CN,CER - Certified Emission Reduction Unit,50401,2,,5080,,
EU520093,10-71,2019-04-29 13:58:32.352,Completed,Spain,100,Central Solar Termosolar ASTE 1A,5017937,"Aries Solar Termoeléctrica, S,L",European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,35,CN,CER - Certified Emission Reduction Unit,35,2,,1872,,
EU519549,10-0,2019-04-29 13:21:44.419,Completed,France,100,AIX - ZUP D'ENCAGNANE,5005680,AIX EN PROVENCE ENERGIE ENVIRONNEMENT,France,100,ENGIE ENERGIE SERVICES Pooling,5005378,ENGIE ENERGIE SERVICES,11855,EU,EU General Allowances (EUA),11855,2,,,,
EU519592,10-0,2019-04-29 13:24:11.068,Completed,Italy,100,Grastim Caivano,5023751,GRASTIM J.V. S.R.L.,Italy,100,Operator Acoount,5013651,Free Energia S.p.A.,10349,EU,EU General Allowances (EUA),10349,2,,,,
EU520235,10-0,2019-04-29 13:24:46.044,Completed,Czech Republic,100,"ČEZ, a.s. - obchodní účet",5016960,"ČEZ, a. s.",Czech Republic,100,"ČEZ ESCO, a.s.",5024707,"ČEZ ESCO, a.s.",295,EU,EU General Allowances (EUA),295,2,,,,
EU519523,10-0,2019-04-29 13:24:50.782,Completed,France,100,OMNOVA SOLUTIONS,5005535,OMNOVA SOLUTIONS SAS,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,5000,EU,EU General Allowances (EUA),5000,2,,,,
EU520127,10-0,2019-04-29 13:27:51.749,Completed,Netherlands,100,ACT Trading,5017134,ACT Financial Solutions B.V.,Netherlands,100,SABIC Capital I B.V.,5024485,SABIC Capital I B.V.,16050,EU,EU General Allowances (EUA),16050,2,,,,
EU519594,10-0,2019-04-29 13:27:52.476,Completed,Spain,100,"Promed 202, S.L.",5008867,"Promed 202, S.L.",Spain,100,"Sistema Europeo de Negociación de Co2, S.L.",5020183,"SISTEMA EUROPEO DE NEGOCIACIÓN DE CO2, S.L.",2000,EU,EU General Allowances (EUA),2000,2,,,,
EU520242,10-0,2019-04-29 13:30:00.424,Completed,Spain,100,"Global Factor Commodity Trading, S.A.U.",5016901,"Global Factor Commodity Trading, S.A.U.",Spain,100,Cuenta entrega unidades en nombre de instalaciones excluidas,5023046,Cuenta entrega unidades en nombre de instalaciones excluidas,14828,CN,CER - Certified Emission Reduction Unit,14828,2,,1577,,
EU519569,10-0,2019-04-29 13:30:07.898,Completed,United Kingdom,100,CFP Energy Limited,5017513,CFP Energy Limited,France,100,MARMALADE SKIES LLC,5019926,MARMALADE SKIES LLC,126,EU,EU General Allowances (EUA),126,2,,,,
EU520176,10-0,2019-04-29 13:31:44.697,Completed,France,100,MORGAN STANLEY CAPITAL GROUP INC,5027682,MORGAN STANLEY CAPITAL GROUP INC,United Kingdom,100,Scunthorpe Integrated Steel Works,5008234,British Steel Limited,649764,EU,EU General Allowances (EUA),649764,2,,,,
EU520243,10-2,2019-04-29 13:34:03.07,Completed,Austria,100,Profibaustoffe Austria GmbH,5004066,Profibaustoffe Austria GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,22541,EU,EU General Allowances (EUA),22541,2,,,,
EU520214,10-0,2019-04-29 13:35:26.492,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Austria,100,Altenrhein Luftfahrt GmbH,5026087,Altenrhein Luftfahrt GmbH,2869,EU,EU General Allowances (EUA),2869,2,,,,
EU520175,10-2,2019-04-29 13:35:27.047,Completed,Cyprus,100,Orion-X Ltd.,5026234,Orion-X Ltd.,European Commission,100,EU Allowance deletion,5016380,European Commission,764,EU,EU General Allowances (EUA),764,2,,,,
EU520100,10-2,2019-04-29 13:35:29.195,Completed,Austria,100,LAUDAMOTION GMBH,5019239,LAUDAMOTION GMBH,European Commission,100,EU Allowance deletion,5016380,European Commission,296662,EU,EU General Allowances (EUA),296662,2,,,,
EU520216,10-0,2019-04-29 13:37:02.648,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Ireland,100,ASL Airlines (Ireland) Limited,5000840,ASL Airlines (Ireland) Limited,5000,EU,EU General Allowances (EUA),5000,2,,,,
EU520219,10-0,2019-04-29 13:38:31.934,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Germany,100,329 - Anlagenkonto,5015747,Ernst Ziegelwerk GmbH & Co. KG,1214,EU,EU General Allowances (EUA),1214,2,,,,
EU520140,10-0,2019-04-29 13:39:59.566,Completed,Belgium,100,9012 Carfin,5027019,CARFIN,Romania,100,Operator Account,5010007,Carmeuse Holding SRL,11127,EU,EU General Allowances (EUA),11127,2,,,,
EU520245,10-2,2019-04-29 13:40:36.474,Completed,Czech Republic,100,Max Aicher Pilsen - Elektrické obloukové pece,5006921,Max Aicher Pilsen s.r.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,15166,EU,EU General Allowances (EUA),15166,2,,,,
EU520226,10-0,2019-04-29 13:40:45.134,Completed,Netherlands,100,Vertis Environmental Finance Ltd,5017659,Vertis Environmental Finance Ltd,Poland,100,Kotłownia McCain Poland,5002969,McCain Poland Sp. z o.o.,2531,CN,CER - Certified Emission Reduction Unit,2531,2,,1872,,
EU520205,10-2,2019-04-29 13:41:06.222,Completed,Germany,100,408 - Anlagenkonto,5014092,Wöhrl Ziegelwerk-Deckensysteme GmbH,European Commission,100,EU Allowance deletion,5016380,European Commission,7034,EU,EU General Allowances (EUA),7034,2,,,,
EU520189,10-2,2019-04-29 13:00:44.966,Completed,Germany,100,1419 - Anlagenkonto,5014774,Zanders Paper GmbH i.I. vertr. durch InsV Boddenberg,European Commission,100,EU Allowance deletion,5016380,European Commission,67805,EU,EU General Allowances (EUA),67805,2,,,,
EU520225,10-2,2019-04-29 13:00:49.123,Completed,Spain,100,"Zumos Palma, SLU - Fábrica de Palma del Río",5020119,Zumos Palma S.L.U.,European Commission,100,EU Allowance deletion,5016380,European Commission,5578,EU,EU General Allowances (EUA),5578,2,,,,
EU520212,10-2,2019-04-29 13:01:03.607,Completed,Romania,100,Operator Account,5010041,S Complexul Energetic Oltenia SA,European Commission,100,EU Allowance deletion,5016380,European Commission,559023,EU,EU General Allowances (EUA),559023,2,,,,
EU520227,10-0,2019-04-29 13:01:14.302,Completed,Italy,100,ENEL TRADE ITALIA,5016899,Enel Global Trading S.p.A.,Spain,100,EG TRADING ACCOUNT,5016853,"Endesa Generación, S.A.",140000,EU,EU General Allowances (EUA),140000,2,,,,
EU519571,10-0,2019-04-29 13:01:38.573,Completed,Finland,100,Leppäkoski Group Oy,5010349,Leppäkoski Group Oy,Finland,100,Trading 1,5023516,Fortum Power and Heat Oy,13000,EU,EU General Allowances (EUA),13000,2,,,,
EU520159,10-2,2019-04-29 13:01:46.503,Completed,Spain,100,"Cerámica la Andaluza de Bailén, S.L.",5008855,"Cerámica la Andaluza de Bailén, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,9465,EU,EU General Allowances (EUA),9465,2,,,,
EU519575,10-0,2019-04-29 13:04:41.144,Completed,Finland,100,Leppäkoski Group Oy,5010349,Leppäkoski Group Oy,Finland,100,Trading 1,5023516,Fortum Power and Heat Oy,10000,EU,EU General Allowances (EUA),10000,2,,,,
EU520187,10-2,2019-04-29 13:05:38.381,Completed,France,100,Compte CO2 BLUE PAPER,5005584,BLUE PAPER SAS,European Commission,100,EU Allowance deletion,5016380,European Commission,40957,EU,EU General Allowances (EUA),40957,2,,,,
EU519537,10-0,2019-04-29 13:06:29.306,Completed,Italy,100,Axpo Italia Trading Account,5023288,Axpo Italia S.p.A.,Italy,100,CENTRALE CAPRI,5027343,S.I.P.P.I.C. S.p.A.,368,EU,EU General Allowances (EUA),368,2,,,,
EU520224,10-0,2019-04-29 13:06:32.237,Completed,Poland,100,PGE Dom Maklerski S.A.,5023795,PGE Dom Maklerski S.A.,Poland,100,ELEKTROCIEPŁOWNIA RADOMSKO,5003079,Fameg - Energia Sp. z o.o.,17000,EU,EU General Allowances (EUA),17000,2,,,,
EU520232,10-71,2019-04-29 13:09:00.822,Completed,Poland,100,produkcja wyrobów cermicznych,5028031,KERAM Sp. z o. o.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,189,CN,CER - Certified Emission Reduction Unit,189,2,,5080,,
EU520238,10-72,2019-04-29 13:09:53.604,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Poland,100,produkcja wyrobów cermicznych,5028031,KERAM Sp. z o. o.,189,EU,EU General Allowances (EUA),189,2,,,,
EU520230,10-2,2019-04-29 13:11:38.643,Completed,Portugal,100,Termolan II,5003192,"Termolan - Isolamentos Termo-Acústicos, S.A.",European Commission,100,EU Allowance deletion,5016380,European Commission,17598,EU,EU General Allowances (EUA),17598,2,,,,
EU520236,10-0,2019-04-29 13:13:09.387,Completed,Germany,100,Commerzbank AG - Trading Account,5016810,COMMERZBANK Aktiengesellschaft,Germany,100,FoamPartner Germany GmbH,5027799,Recticel Engineered Foams Germany GmbH,981,EU,EU General Allowances (EUA),981,2,,,,
EU519583,10-0,2019-04-29 13:14:45.993,Completed,Romania,100,SC BUNGE ROMANIA SRL,5026963,S.C. BUNGE ROMANIA S.R.L.,Romania,100,DIVORI TRADING,5020686,S.C. DIVORI PREST S.R.L.,1200,EU,EU General Allowances (EUA),1200,2,,,,
EU520240,10-0,2019-04-29 13:17:19.142,Completed,Slovenia,100,Belektron TRD Si,5016820,BELEKTRON d.o.o.,Slovenia,100,Adria Airways d.d.,5000337,Adria Airways d.o.o.- V STEČAJU,15000,EU,EU General Allowances (EUA),15000,2,,,,
EU520239,10-2,2019-04-29 13:18:04.897,Completed,Poland,100,produkcja wyrobów cermicznych,5028031,KERAM Sp. z o. o.,European Commission,100,EU Allowance deletion,5016380,European Commission,4215,EU,EU General Allowances (EUA),4215,2,,,,
EU519576,10-0,2019-04-29 13:19:29.94,Completed,France,100,ENGIE ENERGIE SERVICES Pooling,5005378,ENGIE ENERGIE SERVICES,France,100,ENGIE ES Unité de Cogénération PSA,5024794,ENGIE ENERGIE SERVICES,11855,EU,EU General Allowances (EUA),11855,2,,,,
EU519568,10-0,2019-04-29 13:20:06.049,Completed,France,100,ENGIE ENERGIE SERVICES Pooling,5005378,ENGIE ENERGIE SERVICES,France,100,MACON ENERGIES SERVICES - Chaufferie Bioux,5005242,MACON ENERGIES SERVICES,7491,EU,EU General Allowances (EUA),7491,2,,,,
EU515647,10-2,2019-04-29 12:42:03.12,Completed,Germany,100,1591 - Anlagenkonto,5015017,Stute Nahrungsmittelwerke GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,10550,EU,EU General Allowances (EUA),10550,2,,,,
EU520191,10-0,2019-04-29 12:43:42.834,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,6000,EU,EU General Allowances (EUA),6000,2,,,,
EU519547,10-0,2019-04-29 12:44:11.098,Completed,Spain,100,"Promed 202, S.L.",5008867,"Promed 202, S.L.",Spain,100,"Grasas Martínez González, SL",5022776,"Grasas Martínez González, SL",5800,EU,EU General Allowances (EUA),5800,2,,,,
EU520174,10-2,2019-04-29 12:44:12.847,Completed,Spain,100,"Kartogroup España, S.L.",5009475,"Kartogroup España, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,13451,EU,EU General Allowances (EUA),13451,2,,,,
EU515642,10-2,2019-04-29 12:44:37.419,Completed,Germany,100,1559 - Anlagenkonto,5014972,Paderborner Kühlhaus GmbH & Co. KG,European Commission,100,EU Allowance deletion,5016380,European Commission,9499,EU,EU General Allowances (EUA),9499,2,,,,
EU520199,10-2,2019-04-29 12:44:53.959,Completed,Norway,100,"Eramet Norway AS, Sauda",5018864,Eramet Norway AS,European Commission,100,EU Allowance deletion,5016380,European Commission,330050,EU,EU General Allowances (EUA),330050,2,,,,
EU520195,10-0,2019-04-29 12:44:56.864,Completed,Netherlands,100,FUTURES CLIENT TRADING ACCOUNT,5027936,Macquarie Bank Limited,Netherlands,100,ICE Clear Europe Limited,5026873,ICE Clear Europe Limited,85000,EU,EU General Allowances (EUA),85000,2,,,,
EU520197,10-0,2019-04-29 12:46:17.669,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"Zumos Palma, SLU - Fábrica de Palma del Río",5020119,Zumos Palma S.L.U.,20,CN,CER - Certified Emission Reduction Unit,20,2,,4159,,
EU520204,10-71,2019-04-29 12:46:31.703,Completed,Italy,100,longobardi,5013134,ANIELLO LONGOBARDI SRL,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,11,CN,CER - Certified Emission Reduction Unit,11,2,,1284,,
EU520200,10-2,2019-04-29 12:47:03.964,Completed,Poland,100,Kotłownia zakładowa - Oddział Morliny,5028066,Animex Foods Sp. z o.o.,European Commission,100,EU Allowance deletion,5016380,European Commission,3274,EU,EU General Allowances (EUA),3274,2,,,,
EU520203,10-0,2019-04-29 12:47:06.581,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"Compañía Energética de Puente del Obispo, S.L.",5009164,"Compañía Energética de Puente del Obispo, S.L.",5243,EU,EU General Allowances (EUA),5243,2,,,,
EU520210,10-72,2019-04-29 12:47:36.55,Completed,European Commission,100,EU Credit Exchange Account,5022593,EUROPEAN COMMISSION,Italy,100,longobardi,5013134,ANIELLO LONGOBARDI SRL,11,EU,EU General Allowances (EUA),11,2,,,,
EU520172,10-2,2019-04-29 12:47:38.585,Completed,Spain,100,"Cominter Tisú, S.L.",5024119,"Cominter Tisú, S.L.",European Commission,100,EU Allowance deletion,5016380,European Commission,7307,EU,EU General Allowances (EUA),7307,2,,,,
EU520206,10-0,2019-04-29 12:48:17.389,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"Compañía Energética de las Villas, S.L.",5009151,"Compañía Energética de las Villas, S.L.",5215,EU,EU General Allowances (EUA),5215,2,,,,
EU520208,10-0,2019-04-29 12:49:15.583,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,"Compañía Energetica de Pata de Mulo, S.L.",5009172,"Compañía Energética Pata de Mulo, S.L.",2168,EU,EU General Allowances (EUA),2168,2,,,,
EU520196,10-2,2019-04-29 12:49:41.338,Completed,Netherlands,100,"Polar Air Cargo Worldwide, Inc.",5024749,"Polar Air Cargo Worldwide, Inc.",European Commission,100,EU Allowance deletion,5016380,European Commission,204,EU,EU General Allowances (EUA),201,2,,,,
EU520211,10-0,2019-04-29 12:50:35.926,Completed,Spain,100,FUTURA CARBONO S.L.,5024181,FUTURA CARBONO S.L.,Spain,100,Compañía Energética de Linares S.L,5008782,Compañía Energética de Linares S.L,5559,EU,EU General Allowances (EUA),5559,2,,,,
EU520213,10-2,2019-04-29 12:53:02.567,Completed,Italy,100,longobardi,5013134,ANIELLO LONGOBARDI SRL,European Commission,100,EU Allowance deletion,5016380,European Commission,21,EU,EU General Allowances (EUA),21,2,,,,
EU520215,10-71,2019-04-29 12:54:35.043,Completed,Spain,100,"Zumos Palma, SLU - Fábrica de Palma del Río",5020119,Zumos Palma S.L.U.,European Commission,100,EU International Credit Account,5022590,EUROPEAN COMMISSION,20,CN,CER - Certified Emission Reduction Unit,20,2,,4159,,
EU519511,10-0,2019-04-29 12:14:49.13,Completed,France,100,ENGIE GLOBAL MARKETS,5021621,ENGIE GLOBAL MARKETS,Belgium,100,220 Clarebout Potatoes,5004619,Clarebout Potatoes,15774,CN,CER - Certified Emission Reduction Unit,6700,2,,1284,,
EU520135,10-0,2019-04-29 12:15:08.355,Completed,Germany,100,ECC AG Handel,5016813,European Commodity Clearing AG,Poland,100,TAURON Polska Energia S.A.,5019474,TAURON Polska Energia S.A.,3500,EU,EU General Allowances (EUA),3500,2,,,,
